Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1822.0,1822.0,1822.0,1822.0,1822.0,2
2022-01-04,1855.699951171875,1855.699951171875,1855.699951171875,1855.699951171875,1855.699951171875,2
2022-01-05,1898.5999755859375,1898.5999755859375,1898.5999755859375,1898.5999755859375,1898.5999755859375,2
2022-01-06,1869.9000244140625,1869.9000244140625,1869.9000244140625,1869.9000244140625,1869.9000244140625,2
2022-01-07,1917.5999755859375,1917.5999755859375,1917.5999755859375,1917.5999755859375,1917.5999755859375,2
2022-01-10,1905.199951171875,1905.199951171875,1905.199951171875,1905.199951171875,1905.199951171875,2
2022-01-11,1918.0999755859375,1918.0999755859375,1918.0999755859375,1918.0999755859375,1918.0999755859375,2
2022-01-12,1911.800048828125,1911.800048828125,1911.800048828125,1911.800048828125,1911.800048828125,2
2022-01-13,1886.0,1886.0,1886.0,1886.0,1886.0,2
2022-01-14,1874.199951171875,1874.199951171875,1874.199951171875,1874.199951171875,1874.199951171875,2
2022-01-18,1900.5999755859375,1900.5999755859375,1900.5999755859375,1900.5999755859375,1900.5999755859375,2
2022-01-19,2004.4000244140625,2004.4000244140625,2004.4000244140625,2004.4000244140625,2004.4000244140625,2
2022-01-20,2069.699951171875,2069.699951171875,2069.699951171875,2069.699951171875,2069.699951171875,2
2022-01-21,2100.300048828125,2100.300048828125,2100.300048828125,2100.300048828125,2100.300048828125,20
2022-01-24,2137.0,2137.0,2137.0,2137.0,2137.0,0
2022-01-25,2184.89990234375,2184.89990234375,2184.89990234375,2184.89990234375,2184.89990234375,0
2022-01-26,2346.60009765625,2346.60009765625,2346.60009765625,2346.60009765625,2346.60009765625,0
2022-01-27,2362.5,2362.5,2362.5,2362.5,2362.5,2
2022-01-28,2368.699951171875,2368.699951171875,2368.699951171875,2368.699951171875,2368.699951171875,2
2022-01-31,2349.199951171875,2349.199951171875,2349.199951171875,2349.199951171875,2349.199951171875,2
2022-02-01,2343.199951171875,2343.199951171875,2343.199951171875,2343.199951171875,2343.199951171875,2
2022-02-02,2366.199951171875,2366.199951171875,2366.199951171875,2366.199951171875,2366.199951171875,2
2022-02-03,2314.39990234375,2314.39990234375,2314.39990234375,2314.39990234375,2314.39990234375,2
2022-02-04,2287.39990234375,2287.39990234375,2287.39990234375,2287.39990234375,2287.39990234375,2
2022-02-07,2256.800048828125,2256.800048828125,2256.800048828125,2256.800048828125,2256.800048828125,2
2022-02-08,2260.89990234375,2260.89990234375,2260.89990234375,2260.89990234375,2260.89990234375,2
2022-02-09,2281.60009765625,2281.60009765625,2281.60009765625,2281.60009765625,2281.60009765625,2
2022-02-10,2261.800048828125,2261.800048828125,2261.800048828125,2261.800048828125,2261.800048828125,2
2022-02-11,2190.10009765625,2190.10009765625,2190.10009765625,2190.10009765625,2190.10009765625,2
2022-02-14,2342.5,2342.5,2342.5,2342.5,2342.5,2
2022-02-15,2248.0,2248.0,2248.0,2248.0,2248.0,2
2022-02-16,2268.300048828125,2268.300048828125,2268.300048828125,2268.300048828125,2268.300048828125,1
2022-02-17,2356.60009765625,2356.60009765625,2356.60009765625,2356.60009765625,2356.60009765625,1
2022-02-18,2335.39990234375,2335.39990234375,2335.39990234375,2335.39990234375,2335.39990234375,1
2022-02-22,2369.300048828125,2369.300048828125,2369.300048828125,2369.300048828125,2369.300048828125,1
2022-02-23,2438.10009765625,2438.10009765625,2438.10009765625,2438.10009765625,2438.10009765625,1
2022-02-24,2498.60009765625,2498.60009765625,2498.60009765625,2498.60009765625,2498.60009765625,5014
2022-02-25,2388.5,2479.0,2322.5,2360.699951171875,2360.699951171875,742
2022-02-28,2536.5,2536.5,2455.5,2500.5,2500.5,128
2022-03-01,2491.5,2706.5,2491.5,2532.5,2532.5,149
2022-03-02,2662.60009765625,2662.60009765625,2662.60009765625,2662.60009765625,2662.60009765625,18
2022-03-03,2745.5,2745.5,2718.5,2728.800048828125,2728.800048828125,3
2022-03-04,2904.0,2979.89990234375,2904.0,2979.89990234375,2979.89990234375,18
2022-03-07,3380.5,3380.5,2899.89990234375,2899.89990234375,2899.89990234375,28
2022-03-08,3002.0,3028.0,2958.0,2966.5,2966.5,40
2022-03-09,3005.5,3005.5,2908.5,2944.800048828125,2944.800048828125,4
2022-03-10,2921.5,2921.5,2917.0,2917.0,2917.0,0
2022-03-11,2792.89990234375,2792.89990234375,2792.89990234375,2792.89990234375,2792.89990234375,0
2022-03-14,2628.0,2628.0,2412.199951171875,2412.199951171875,2412.199951171875,1
2022-03-15,2407.39990234375,2407.39990234375,2407.39990234375,2407.39990234375,2407.39990234375,0
2022-03-16,2363.39990234375,2363.39990234375,2363.39990234375,2363.39990234375,2363.39990234375,0
2022-03-17,2530.0,2530.0,2488.10009765625,2488.10009765625,2488.10009765625,5
2022-03-18,2536.0,2536.0,2489.10009765625,2489.10009765625,2489.10009765625,11
2022-03-21,2533.39990234375,2533.39990234375,2533.39990234375,2533.39990234375,2533.39990234375,0
2022-03-22,2493.0,2493.0,2472.60009765625,2472.60009765625,2472.60009765625,2
2022-03-23,2515.39990234375,2515.39990234375,2515.39990234375,2515.39990234375,2515.39990234375,0
2022-03-24,2526.699951171875,2526.699951171875,2526.699951171875,2526.699951171875,2526.699951171875,0
2022-03-25,2390.39990234375,2390.39990234375,2390.39990234375,2390.39990234375,2390.39990234375,0
2022-03-28,2238.5,2238.5,2238.5,2238.5,2238.5,0
2022-03-29,2101.0,2108.800048828125,2101.0,2108.800048828125,2108.800048828125,0
2022-03-30,2243.0,2243.0,2243.0,2243.0,2243.0,0
2022-03-31,2255.5,2255.5,2255.5,2255.5,2255.5,0
2022-04-01,2267.39990234375,2267.39990234375,2267.39990234375,2267.39990234375,2267.39990234375,0
2022-04-04,2274.89990234375,2274.89990234375,2274.89990234375,2274.89990234375,2274.89990234375,0
2022-04-05,2235.199951171875,2235.199951171875,2235.199951171875,2235.199951171875,2235.199951171875,0
2022-04-06,2184.60009765625,2184.60009765625,2184.60009765625,2184.60009765625,2184.60009765625,0
2022-04-07,2223.0,2223.0,2223.0,2223.0,2223.0,0
2022-04-08,2420.0,2420.0,2420.0,2420.0,2420.0,0
2022-04-11,2500.0,2500.0,2416.39990234375,2416.39990234375,2416.39990234375,1
