Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,23.309999465942383,23.309999465942383,22.790000915527344,22.790000915527344,22.790000915527344,31
2022-01-04,22.954999923706055,23.038000106811523,22.954999923706055,23.038000106811523,23.038000106811523,7
2022-01-05,23.139999389648438,23.149999618530273,22.78499984741211,23.149999618530273,23.149999618530273,437
2022-01-06,22.764999389648438,22.799999237060547,22.049999237060547,22.173999786376953,22.173999786376953,103
2022-01-07,22.393999099731445,22.393999099731445,22.393999099731445,22.393999099731445,22.393999099731445,17
2022-01-10,22.354999542236328,22.489999771118164,22.354999542236328,22.445999145507812,22.445999145507812,377
2022-01-11,22.59000015258789,22.805999755859375,22.59000015258789,22.805999755859375,22.805999755859375,155
2022-01-12,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,1
2022-01-13,23.155000686645508,23.155000686645508,23.155000686645508,23.155000686645508,23.155000686645508,0
2022-01-14,22.910999298095703,23.0,22.899999618530273,22.910999298095703,22.910999298095703,36
2022-01-18,23.399999618530273,23.48699951171875,23.399999618530273,23.48699951171875,23.48699951171875,207
2022-01-19,24.22599983215332,24.22599983215332,24.22599983215332,24.22599983215332,24.22599983215332,3
2022-01-20,24.711000442504883,24.711000442504883,24.711000442504883,24.711000442504883,24.711000442504883,21
2022-01-21,24.31399917602539,24.31399917602539,24.31399917602539,24.31399917602539,24.31399917602539,17
2022-01-24,23.795000076293945,23.795000076293945,23.795000076293945,23.795000076293945,23.795000076293945,0
2022-01-25,23.94499969482422,23.94499969482422,23.684999465942383,23.895999908447266,23.895999908447266,100
2022-01-26,23.80699920654297,23.80699920654297,23.80699920654297,23.80699920654297,23.80699920654297,46
2022-01-27,23.030000686645508,23.030000686645508,22.67300033569336,22.67300033569336,22.67300033569336,102
2022-01-28,22.809999465942383,22.809999465942383,22.302000045776367,22.302000045776367,22.302000045776367,38
2022-01-31,22.34000015258789,22.514999389648438,22.34000015258789,22.395000457763672,22.395000457763672,57
2022-02-01,22.4950008392334,23.0,22.4950008392334,22.59600067138672,22.59600067138672,411
2022-02-02,22.809999465942383,22.81999969482422,22.610000610351562,22.711000442504883,22.711000442504883,135
2022-02-03,22.545000076293945,22.565000534057617,22.375,22.375,22.375,74
2022-02-04,22.530000686645508,22.530000686645508,22.475000381469727,22.475000381469727,22.475000381469727,42
2022-02-07,23.05500030517578,23.079999923706055,23.05500030517578,23.076000213623047,23.076000213623047,11
2022-02-08,23.19499969482422,23.229999542236328,23.19499969482422,23.19499969482422,23.19499969482422,9
2022-02-09,23.336000442504883,23.336000442504883,23.336000442504883,23.336000442504883,23.336000442504883,40
2022-02-10,23.518999099731445,23.518999099731445,23.518999099731445,23.518999099731445,23.518999099731445,182
2022-02-11,23.170000076293945,23.365999221801758,23.149999618530273,23.365999221801758,23.365999221801758,26
2022-02-14,23.915000915527344,23.915000915527344,23.829999923706055,23.844999313354492,23.844999313354492,44
2022-02-15,23.165000915527344,23.33799934387207,23.165000915527344,23.33799934387207,23.33799934387207,41
2022-02-16,23.60099983215332,23.60099983215332,23.60099983215332,23.60099983215332,23.60099983215332,11
2022-02-17,23.874000549316406,23.874000549316406,23.874000549316406,23.874000549316406,23.874000549316406,101
2022-02-18,24.0,24.0,23.924999237060547,23.990999221801758,23.990999221801758,170
2022-02-22,24.209999084472656,24.31100082397461,24.209999084472656,24.31100082397461,24.31100082397461,175
2022-02-23,24.55500030517578,24.55500030517578,24.55500030517578,24.55500030517578,24.55500030517578,20
2022-02-24,25.354999542236328,25.389999389648438,24.68600082397461,24.68600082397461,24.68600082397461,107560
2022-02-25,24.31999969482422,24.524999618530273,23.899999618530273,23.996999740600586,23.996999740600586,13916
2022-02-28,24.549999237060547,24.854999542236328,24.280000686645508,24.361000061035156,24.361000061035156,788
2022-03-01,24.450000762939453,25.565000534057617,24.34000015258789,25.534000396728516,25.534000396728516,409
2022-03-02,25.309999465942383,25.40999984741211,25.030000686645508,25.183000564575195,25.183000564575195,893
