Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,26.923280715942383,27.028234481811523,26.923280715942383,27.0229549407959,27.0229549407959,0
2022-01-04,27.138206481933594,27.138206481933594,27.016204833984375,27.028234481811523,27.028234481811523,0
2022-01-05,27.00435447692871,27.209152221679688,27.00435447692871,27.016204833984375,27.016204833984375,0
2022-01-06,27.20867156982422,27.23061752319336,27.20867156982422,27.209152221679688,27.209152221679688,0
2022-01-07,27.257844924926758,27.257844924926758,27.23209571838379,27.23061752319336,27.23061752319336,0
2022-01-10,27.11957359313965,27.220598220825195,27.11957359313965,27.09617805480957,27.09617805480957,0
2022-01-11,27.193464279174805,27.264631271362305,27.193464279174805,27.220598220825195,27.220598220825195,0
2022-01-12,27.195566177368164,27.460918426513672,27.195566177368164,27.264631271362305,27.264631271362305,0
2022-01-13,27.281230926513672,27.495603561401367,27.281230926513672,27.460918426513672,27.460918426513672,0
2022-01-14,27.477378845214844,27.7004337310791,27.477378845214844,27.495603561401367,27.495603561401367,0
2022-01-17,27.823577880859375,27.924591064453125,27.823577880859375,27.7004337310791,27.7004337310791,0
2022-01-18,27.91444206237793,28.19826316833496,27.91444206237793,27.924591064453125,27.924591064453125,0
2022-01-19,28.354419708251953,28.354419708251953,28.168249130249023,28.19826316833496,28.19826316833496,0
2022-01-20,28.1099796295166,28.1099796295166,28.06267547607422,28.168249130249023,28.168249130249023,0
2022-01-21,28.11375617980957,28.11375617980957,28.056007385253906,28.06267547607422,28.06267547607422,0
2022-01-24,28.02977752685547,28.152070999145508,28.02977752685547,28.056007385253906,28.056007385253906,0
2022-01-25,28.114755630493164,28.421607971191406,28.114755630493164,28.152070999145508,28.152070999145508,0
2022-01-26,28.339275360107422,28.523258209228516,28.339275360107422,28.421607971191406,28.421607971191406,0
2022-01-27,28.640195846557617,28.722137451171875,28.640195846557617,28.523258209228516,28.523258209228516,0
2022-01-28,28.765037536621094,28.765037536621094,28.34493637084961,28.722137451171875,28.722137451171875,0
2022-01-31,28.30060577392578,28.30060577392578,28.149751663208008,28.321165084838867,28.321165084838867,0
2022-02-01,27.97635841369629,28.127309799194336,27.97635841369629,28.149751663208008,28.149751663208008,0
2022-02-02,28.116209030151367,28.116209030151367,28.109437942504883,28.127309799194336,28.127309799194336,0
2022-02-03,28.149364471435547,28.149364471435547,27.97927474975586,28.109437942504883,28.109437942504883,0
2022-02-04,27.584701538085938,27.856281280517578,27.584701538085938,27.97927474975586,27.97927474975586,0
2022-02-07,27.937963485717773,27.937963485717773,27.715158462524414,27.856281280517578,27.856281280517578,0
2022-02-08,27.739757537841797,27.739757537841797,27.70692253112793,27.715158462524414,27.715158462524414,0
2022-02-09,27.714805603027344,27.714805603027344,27.696889877319336,27.70692253112793,27.70692253112793,0
2022-02-10,27.7320556640625,27.7320556640625,27.594133377075195,27.696889877319336,27.696889877319336,0
2022-02-11,27.667587280273438,27.75891876220703,27.667587280273438,27.594133377075195,27.594133377075195,0
2022-02-14,27.85842514038086,28.27075958251953,27.85842514038086,27.86947250366211,27.86947250366211,0
2022-02-15,28.261760711669922,28.261760711669922,27.919153213500977,28.27075958251953,28.27075958251953,0
2022-02-16,27.907224655151367,27.907224655151367,27.84282875061035,27.919153213500977,27.919153213500977,0
2022-02-17,27.844051361083984,28.05460548400879,27.844051361083984,27.84282875061035,27.84282875061035,0
2022-02-18,28.066328048706055,28.07322883605957,28.066328048706055,28.05460548400879,28.05460548400879,0
2022-02-21,28.0941219329834,28.244592666625977,28.0941219329834,28.07322883605957,28.07322883605957,0
2022-02-22,28.35628318786621,28.66783332824707,28.35628318786621,28.244592666625977,28.244592666625977,0
2022-02-23,28.697040557861328,29.097753524780273,28.697040557861328,28.66783332824707,28.66783332824707,0
2022-02-24,29.22271728515625,29.63726806640625,29.22271728515625,29.097753524780273,29.097753524780273,0
2022-02-25,29.552215576171875,29.713401794433594,29.552215576171875,29.63726806640625,29.63726806640625,0
2022-02-28,29.819398880004883,29.819398880004883,29.795873641967773,29.56256675720215,29.56256675720215,0
2022-03-01,29.77278709411621,29.77278709411621,29.77278709411621,29.795873641967773,29.795873641967773,0
2022-03-02,29.771821975708008,29.771821975708008,29.771821975708008,29.77278709411621,29.77278709411621,0
2022-03-03,29.760229110717773,29.760229110717773,29.760229110717773,29.771821975708008,29.771821975708008,0
2022-03-04,29.952190399169922,29.952190399169922,29.801212310791016,29.8347225189209,29.8347225189209,0
2022-03-07,30.144258499145508,30.144258499145508,29.719013214111328,29.919620513916016,29.919620513916016,0
2022-03-08,29.728029251098633,29.728029251098633,29.725460052490234,29.719013214111328,29.719013214111328,0
2022-03-09,29.709665298461914,29.78346824645996,29.709665298461914,29.725460052490234,29.725460052490234,0
2022-03-10,29.559783935546875,29.559783935546875,29.11813735961914,29.78346824645996,29.78346824645996,0
2022-03-11,29.267333984375,29.267333984375,29.075489044189453,29.11813735961914,29.11813735961914,0
2022-03-14,29.377098083496094,29.377098083496094,29.099483489990234,29.075489044189453,29.075489044189453,0
2022-03-15,29.094701766967773,29.107641220092773,29.094701766967773,29.099483489990234,29.099483489990234,0
2022-03-16,29.17413330078125,29.219846725463867,29.17413330078125,29.107641220092773,29.107641220092773,0
2022-03-17,29.109769821166992,29.355329513549805,29.109769821166992,29.219846725463867,29.219846725463867,0
2022-03-18,29.24042510986328,29.24042510986328,29.118497848510742,29.355329513549805,29.355329513549805,0
2022-03-21,29.068010330200195,29.131195068359375,29.068010330200195,29.118497848510742,29.118497848510742,0
2022-03-22,29.222332000732422,29.222332000732422,29.038068771362305,29.131195068359375,29.131195068359375,0
2022-03-23,29.057161331176758,29.119144439697266,29.057161331176758,29.054000854492188,29.054000854492188,0
2022-03-24,29.053293228149414,29.149127960205078,29.053293228149414,29.119144439697266,29.119144439697266,0
2022-03-25,29.27042579650879,29.27042579650879,29.27042579650879,29.149127960205078,29.149127960205078,0
2022-03-28,29.380617141723633,29.380617141723633,29.23824119567871,29.34210205078125,29.34210205078125,0
2022-03-29,29.291397094726562,29.291397094726562,29.112598419189453,29.23824119567871,29.23824119567871,0
2022-03-30,28.994287490844727,29.279760360717773,28.994287490844727,29.112598419189453,29.112598419189453,0
2022-03-31,29.163671493530273,29.227519989013672,29.163671493530273,29.279760360717773,29.279760360717773,0
2022-04-01,29.322328567504883,29.322328567504883,29.149377822875977,29.227519989013672,29.227519989013672,0
2022-04-04,29.178531646728516,29.178531646728516,29.11899757385254,29.181964874267578,29.181964874267578,0
2022-04-05,29.19354248046875,29.19354248046875,29.121110916137695,29.11899757385254,29.11899757385254,0
2022-04-06,29.326656341552734,29.326656341552734,29.120920181274414,29.121110916137695,29.121110916137695,0
2022-04-07,29.125324249267578,29.125324249267578,29.121564865112305,29.120920181274414,29.120920181274414,0
2022-04-08,29.210840225219727,29.210840225219727,29.136615753173828,29.121564865112305,29.121564865112305,0
2022-04-11,29.1169490814209,29.152212142944336,29.1169490814209,29.136615753173828,29.136615753173828,0
2022-04-12,29.22942543029785,29.253005981445312,29.22942543029785,29.152212142944336,29.152212142944336,0
2022-04-13,29.38566017150879,29.38566017150879,29.108139038085938,29.253005981445312,29.253005981445312,0
2022-04-14,28.9666805267334,29.127975463867188,28.9666805267334,29.108139038085938,29.108139038085938,0
2022-04-15,29.38328742980957,29.38328742980957,29.38328742980957,29.127975463867188,29.127975463867188,0
2022-04-18,29.407772064208984,29.407772064208984,29.407772064208984,29.38328742980957,29.38328742980957,0
2022-04-19,29.467931747436523,29.467931747436523,29.259544372558594,29.407772064208984,29.407772064208984,0
2022-04-20,29.241249084472656,29.241249084472656,29.13510513305664,29.259544372558594,29.259544372558594,0
2022-04-21,29.180404663085938,29.180404663085938,29.165264129638672,29.13510513305664,29.13510513305664,0
