Datetime,S&P,DowJones,NASDAQ
2022-03-08 09:30:00-05:00,4215.93017578125,32953.9609375,12881.4609375
2022-03-08 10:30:00-05:00,4201.85009765625,32844.109375,12857.0947265625
2022-03-08 11:30:00-05:00,4249.89013671875,33233.890625,13056.359375
2022-03-08 12:30:00-05:00,4276.93994140625,33402.98046875,13159.4365234375
2022-03-08 13:30:00-05:00,4242.83984375,33174.05859375,13033.556640625
2022-03-08 14:30:00-05:00,4239.2001953125,33141.3515625,13012.8681640625
2022-03-08 15:30:00-05:00,4198.02978515625,32829.46875,12880.1015625
2022-03-09 09:30:00-05:00,4267.47021484375,33310.80078125,13173.5986328125
2022-03-09 10:30:00-05:00,4273.740234375,33331.890625,13205.3798828125
2022-03-09 11:30:00-05:00,4283.6298828125,33400.4609375,13212.134765625
2022-03-09 12:30:00-05:00,4291.56982421875,33441.3515625,13262.0517578125
2022-03-09 13:30:00-05:00,4288.1298828125,33396.53125,13255.4697265625
2022-03-09 14:30:00-05:00,4295.39013671875,33426.87890625,13291.4501953125
2022-03-09 15:30:00-05:00,4299.39990234375,33457.28125,13301.0478515625
2022-03-10 09:30:00-05:00,4256.58984375,33175.5703125,13142.740234375
2022-03-10 10:30:00-05:00,4240.52001953125,33066.44140625,13073.599609375
2022-03-10 11:30:00-05:00,4235.72998046875,33003.69140625,13044.552734375
2022-03-10 12:30:00-05:00,4233.56982421875,32999.23828125,13032.689453125
2022-03-10 13:30:00-05:00,4256.39990234375,33128.16015625,13133.8447265625
2022-03-10 14:30:00-05:00,4264.509765625,33189.55859375,13162.103515625
2022-03-10 15:30:00-05:00,4268.27978515625,33236.58984375,13163.484375
2022-03-11 09:30:00-05:00,4291.009765625,33515.609375,13239.1181640625
2022-03-11 10:30:00-05:00,4274.169921875,33436.21875,13104.9775390625
2022-03-11 11:30:00-05:00,4256.18994140625,33344.51953125,13014.1982421875
2022-03-11 12:30:00-05:00,4255.72998046875,33291.55859375,13027.4228515625
2022-03-11 13:30:00-05:00,4258.60986328125,33310.26171875,13034.861328125
2022-03-11 14:30:00-05:00,4251.52978515625,33249.76171875,13010.76953125
2022-03-11 15:30:00-05:00,4224.02978515625,33084.41015625,12908.4541015625
2022-03-14 09:30:00-04:00,4237.35009765625,33288.0,12917.6552734375
