Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:30:00-05:00,15739.1494140625,15794.998046875,15644.0869140625,15769.8125,15769.8125,0
2022-01-03 10:30:00-05:00,15770.0185546875,15783.671875,15733.599609375,15750.416015625,15750.416015625,579518637
2022-01-03 11:30:00-05:00,15749.3388671875,15762.6865234375,15719.53515625,15749.2763671875,15749.2763671875,416578000
2022-01-03 12:30:00-05:00,15749.365234375,15768.583984375,15743.640625,15765.515625,15765.515625,344053000
2022-01-03 13:30:00-05:00,15765.71484375,15801.732421875,15761.5283203125,15797.7744140625,15797.7744140625,347717000
2022-01-03 14:30:00-05:00,15797.7900390625,15831.6591796875,15788.7802734375,15819.3779296875,15819.3779296875,415909000
2022-01-03 15:30:00-05:00,15819.724609375,15831.1611328125,15790.3486328125,15831.1611328125,15831.1611328125,383386000
2022-01-04 09:30:00-05:00,15845.16015625,15848.0859375,15716.671875,15740.4287109375,15740.4287109375,0
2022-01-04 10:30:00-05:00,15739.4111328125,15744.44140625,15531.626953125,15553.1875,15553.1875,757591000
2022-01-04 11:30:00-05:00,15552.765625,15608.1220703125,15552.697265625,15585.318359375,15585.318359375,484529000
2022-01-04 12:30:00-05:00,15583.85546875,15587.1533203125,15552.345703125,15564.9990234375,15564.9990234375,378790000
2022-01-04 13:30:00-05:00,15564.482421875,15564.7724609375,15512.9501953125,15532.8203125,15532.8203125,428975000
2022-01-04 14:30:00-05:00,15532.724609375,15640.3623046875,15532.70703125,15640.3623046875,15640.3623046875,445030000
2022-01-04 15:30:00-05:00,15640.271484375,15666.53125,15622.1171875,15622.1171875,15622.1171875,392168000
2022-01-05 09:30:00-05:00,15549.9072265625,15584.7783203125,15472.01953125,15543.384765625,15543.384765625,0
2022-01-05 10:30:00-05:00,15541.7724609375,15541.7724609375,15478.564453125,15503.8994140625,15503.8994140625,517847772
2022-01-05 11:30:00-05:00,15508.265625,15511.8857421875,15462.1103515625,15472.935546875,15472.935546875,378774000
2022-01-05 12:30:00-05:00,15472.3525390625,15472.3525390625,15379.0146484375,15414.7314453125,15414.7314453125,403652000
2022-01-05 13:30:00-05:00,15414.232421875,15453.25,15294.583984375,15307.939453125,15307.939453125,452085000
2022-01-05 14:30:00-05:00,15308.642578125,15324.6787109375,15154.0625,15165.443359375,15165.443359375,640335000
2022-01-05 15:30:00-05:00,15164.4931640625,15206.1884765625,15098.0859375,15099.9833984375,15099.9833984375,437819000
2022-01-06 09:30:00-05:00,15040.5263671875,15172.2177734375,14915.806640625,15069.201171875,15069.201171875,0
2022-01-06 10:30:00-05:00,15067.330078125,15198.447265625,15067.330078125,15132.234375,15132.234375,612065000
2022-01-06 11:30:00-05:00,15135.732421875,15167.3642578125,15089.322265625,15149.638671875,15149.638671875,398566000
2022-01-06 12:30:00-05:00,15149.5947265625,15197.6025390625,15101.4072265625,15101.4072265625,15101.4072265625,333581000
2022-01-06 13:30:00-05:00,15101.4638671875,15157.791015625,15094.60546875,15122.70703125,15122.70703125,330492000
2022-01-06 14:30:00-05:00,15123.138671875,15178.947265625,15112.533203125,15128.9599609375,15128.9599609375,378009000
2022-01-06 15:30:00-05:00,15127.955078125,15135.8046875,15048.4638671875,15082.2578125,15082.2578125,389758000
2022-01-07 09:30:00-05:00,15090.427734375,15170.3486328125,15010.177734375,15016.232421875,15016.232421875,0
2022-01-07 10:30:00-05:00,15014.8349609375,15027.4072265625,14879.67578125,14961.4501953125,14961.4501953125,545489177
2022-01-07 11:30:00-05:00,14962.6611328125,15015.498046875,14950.205078125,14976.38671875,14976.38671875,373008000
2022-01-07 12:30:00-05:00,14976.4951171875,15005.5947265625,14950.2099609375,14972.8212890625,14972.8212890625,320968000
2022-01-07 13:30:00-05:00,14972.6123046875,14992.1884765625,14917.2841796875,14934.4228515625,14934.4228515625,307416000
2022-01-07 14:30:00-05:00,14933.69140625,15012.228515625,14930.865234375,14961.115234375,14961.115234375,358112000
2022-01-07 15:30:00-05:00,14961.431640625,14986.60546875,14932.3583984375,14934.2421875,14934.2421875,353220000
2022-01-10 09:30:00-05:00,14754.3173828125,14772.390625,14571.1669921875,14599.6767578125,14599.6767578125,0
2022-01-10 10:30:00-05:00,14596.0556640625,14691.2607421875,14530.6875,14690.36328125,14690.36328125,690704000
2022-01-10 11:30:00-05:00,14688.818359375,14688.818359375,14590.388671875,14592.943359375,14592.943359375,461465000
2022-01-10 12:30:00-05:00,14592.6103515625,14721.2275390625,14578.0283203125,14711.611328125,14711.611328125,420405000
2022-01-10 13:30:00-05:00,14711.431640625,14829.30078125,14701.3994140625,14825.6826171875,14825.6826171875,414043000
2022-01-10 14:30:00-05:00,14825.6533203125,14855.5556640625,14765.0498046875,14824.8828125,14824.8828125,450727000
2022-01-10 15:30:00-05:00,14822.71484375,14953.814453125,14805.3251953125,14942.7890625,14942.7890625,495787000
2022-01-11 09:30:00-05:00,14912.9716796875,14998.060546875,14838.65234375,14954.5771484375,14954.5771484375,0
2022-01-11 10:30:00-05:00,14958.111328125,15074.900390625,14865.830078125,15074.3193359375,15074.3193359375,547740932
2022-01-11 11:30:00-05:00,15074.068359375,15140.8740234375,15061.49609375,15075.34375,15075.34375,467600000
2022-01-11 12:30:00-05:00,15076.330078125,15126.802734375,15065.671875,15112.5703125,15112.5703125,341349000
2022-01-11 13:30:00-05:00,15112.65625,15132.5654296875,15106.41015625,15117.3779296875,15117.3779296875,318766000
2022-01-11 14:30:00-05:00,15117.6337890625,15158.6455078125,15097.7421875,15143.623046875,15143.623046875,383074000
2022-01-11 15:30:00-05:00,15143.908203125,15154.9755859375,15109.5146484375,15151.681640625,15151.681640625,449397000
2022-01-12 09:30:00-05:00,15260.9384765625,15318.6337890625,15218.5205078125,15288.12109375,15288.12109375,0
2022-01-12 10:30:00-05:00,15287.6484375,15288.345703125,15118.6416015625,15170.6044921875,15170.6044921875,564012990
2022-01-12 11:30:00-05:00,15171.1123046875,15212.6416015625,15170.9541015625,15206.568359375,15206.568359375,340588000
2022-01-12 12:30:00-05:00,15207.9365234375,15248.8544921875,15203.947265625,15206.9013671875,15206.9013671875,306480000
2022-01-12 13:30:00-05:00,15205.796875,15222.216796875,15173.5537109375,15218.005859375,15218.005859375,326060000
2022-01-12 14:30:00-05:00,15217.0888671875,15218.091796875,15170.2138671875,15178.04296875,15178.04296875,388754000
2022-01-12 15:30:00-05:00,15177.5615234375,15208.0048828125,15165.98828125,15187.7158203125,15187.7158203125,421871000
2022-01-13 09:30:00-05:00,15246.02734375,15257.0283203125,15131.6005859375,15153.810546875,15153.810546875,0
2022-01-13 10:30:00-05:00,15151.1064453125,15159.5634765625,15034.0947265625,15107.4501953125,15107.4501953125,549968004
2022-01-13 11:30:00-05:00,15105.79296875,15126.537109375,14944.6943359375,14951.931640625,14951.931640625,429859000
2022-01-13 12:30:00-05:00,14950.2587890625,14996.2431640625,14918.0361328125,14981.1064453125,14981.1064453125,381656000
2022-01-13 13:30:00-05:00,14979.5595703125,15016.82421875,14951.802734375,14952.412109375,14952.412109375,309865000
2022-01-13 14:30:00-05:00,14952.587890625,14952.70703125,14866.5693359375,14892.166015625,14892.166015625,436318000
2022-01-13 15:30:00-05:00,14893.31640625,14905.0693359375,14782.236328125,14811.078125,14811.078125,487359000
2022-01-14 09:30:00-05:00,14711.15234375,14889.1552734375,14711.15234375,14818.7119140625,14818.7119140625,0
2022-01-14 10:30:00-05:00,14818.9951171875,14818.9951171875,14718.3310546875,14755.7890625,14755.7890625,560793790
2022-01-14 11:30:00-05:00,14758.130859375,14836.1328125,14747.6845703125,14790.7978515625,14790.7978515625,433103000
2022-01-14 12:30:00-05:00,14789.4365234375,14800.5244140625,14689.4443359375,14703.6123046875,14703.6123046875,379327000
2022-01-14 13:30:00-05:00,14702.7705078125,14806.25390625,14692.2578125,14763.5546875,14763.5546875,358986000
2022-01-14 14:30:00-05:00,14763.0654296875,14870.3095703125,14762.7109375,14854.970703125,14854.970703125,449187000
2022-01-14 15:30:00-05:00,14857.4775390625,14896.8828125,14857.4775390625,14888.7900390625,14888.7900390625,455360000
2022-01-18 09:30:00-05:00,14673.2412109375,14740.5439453125,14599.7255859375,14723.732421875,14723.732421875,0
2022-01-18 10:30:00-05:00,14728.455078125,14728.455078125,14592.27734375,14594.896484375,14594.896484375,619054000
2022-01-18 11:30:00-05:00,14593.5078125,14656.8232421875,14565.677734375,14596.8857421875,14596.8857421875,487693000
2022-01-18 12:30:00-05:00,14596.8173828125,14596.8173828125,14528.576171875,14540.2177734375,14540.2177734375,432651000
2022-01-18 13:30:00-05:00,14539.544921875,14589.384765625,14535.9853515625,14567.599609375,14567.599609375,393199000
2022-01-18 14:30:00-05:00,14567.2216796875,14633.1962890625,14539.7109375,14557.5625,14557.5625,465467000
2022-01-18 15:30:00-05:00,14558.8095703125,14558.8095703125,14483.94921875,14514.5859375,14514.5859375,407285000
2022-01-19 09:30:00-05:00,14587.6630859375,14658.8896484375,14571.966796875,14571.966796875,14571.966796875,0
2022-01-19 10:30:00-05:00,14570.6142578125,14576.470703125,14406.2548828125,14440.4296875,14440.4296875,654712141
2022-01-19 11:30:00-05:00,14448.48828125,14588.2802734375,14417.3486328125,14586.89453125,14586.89453125,499211000
2022-01-19 12:30:00-05:00,14586.5078125,14600.373046875,14550.7919921875,14551.7705078125,14551.7705078125,375307000
2022-01-19 13:30:00-05:00,14551.142578125,14557.025390625,14453.4931640625,14453.4931640625,14453.4931640625,375957000
2022-01-19 14:30:00-05:00,14452.955078125,14501.556640625,14433.171875,14434.166015625,14434.166015625,415109000
2022-01-19 15:30:00-05:00,14433.9375,14437.6572265625,14331.7109375,14339.3515625,14339.3515625,409762000
2022-01-20 09:30:00-05:00,14467.1171875,14579.4580078125,14467.1171875,14569.4736328125,14569.4736328125,0
2022-01-20 10:30:00-05:00,14572.8271484375,14642.02734375,14572.8271484375,14603.681640625,14603.681640625,643101000
2022-01-20 11:30:00-05:00,14603.357421875,14610.0771484375,14560.4580078125,14589.048828125,14589.048828125,433215000
2022-01-20 12:30:00-05:00,14589.5869140625,14603.63671875,14504.2275390625,14514.69921875,14514.69921875,411377000
2022-01-20 13:30:00-05:00,14514.83203125,14534.298828125,14447.71484375,14447.71484375,14447.71484375,387570000
2022-01-20 14:30:00-05:00,14447.4951171875,14447.697265625,14272.5234375,14285.7958984375,14285.7958984375,557334000
2022-01-20 15:30:00-05:00,14284.607421875,14288.2724609375,14140.9599609375,14154.9404296875,14154.9404296875,495994000
2022-01-21 09:30:00-05:00,14037.984375,14129.01953125,13857.7158203125,13953.0712890625,13953.0712890625,0
2022-01-21 10:30:00-05:00,13948.01953125,14171.490234375,13944.509765625,14157.01953125,14157.01953125,743867000
2022-01-21 11:30:00-05:00,14148.21484375,14148.9736328125,13959.4716796875,13981.9619140625,13981.9619140625,510622000
2022-01-21 12:30:00-05:00,13979.0908203125,14016.603515625,13920.416015625,13932.4609375,13932.4609375,416071000
2022-01-21 13:30:00-05:00,13931.6474609375,13992.98046875,13901.5439453125,13902.1982421875,13902.1982421875,406547000
2022-01-21 14:30:00-05:00,13901.3525390625,13934.623046875,13788.7802734375,13803.92578125,13803.92578125,575580000
2022-01-21 15:30:00-05:00,13801.0732421875,13901.822265625,13764.865234375,13764.865234375,13764.865234375,490308000
2022-01-24 09:30:00-05:00,13476.3515625,13579.6611328125,13311.8193359375,13411.1201171875,13411.1201171875,0
2022-01-24 10:30:00-05:00,13417.7724609375,13484.51953125,13330.46875,13356.8857421875,13356.8857421875,768827000
2022-01-24 11:30:00-05:00,13355.62109375,13366.66796875,13094.9052734375,13162.091796875,13162.091796875,716412000
2022-01-24 12:30:00-05:00,13162.013671875,13466.4716796875,13136.74609375,13355.6044921875,13355.6044921875,652499000
2022-01-24 13:30:00-05:00,13354.505859375,13619.662109375,13352.583984375,13463.1787109375,13463.1787109375,623125000
2022-01-24 14:30:00-05:00,13460.607421875,13669.5986328125,13379.642578125,13638.5673828125,13638.5673828125,560089000
2022-01-24 15:30:00-05:00,13631.9814453125,13875.806640625,13612.1044921875,13861.9609375,13861.9609375,608019000
2022-01-25 09:30:00-05:00,13600.978515625,13682.5458984375,13432.8359375,13576.7275390625,13576.7275390625,0
2022-01-25 10:30:00-05:00,13581.8203125,13607.408203125,13459.73828125,13512.255859375,13512.255859375,545470649
2022-01-25 11:30:00-05:00,13514.3681640625,13514.3681640625,13414.1416015625,13501.6708984375,13501.6708984375,471836000
2022-01-25 12:30:00-05:00,13501.3466796875,13555.6494140625,13432.064453125,13555.0380859375,13555.0380859375,423366000
2022-01-25 13:30:00-05:00,13554.7998046875,13711.0478515625,13547.7744140625,13701.8408203125,13701.8408203125,476648000
2022-01-25 14:30:00-05:00,13700.6533203125,13781.623046875,13606.0078125,13609.72265625,13609.72265625,540673000
2022-01-25 15:30:00-05:00,13613.0166015625,13659.6982421875,13523.3935546875,13543.7822265625,13543.7822265625,517492000
2022-01-26 09:30:00-05:00,13868.869140625,13901.9423828125,13756.41796875,13774.1025390625,13774.1025390625,0
2022-01-26 10:30:00-05:00,13774.9521484375,13834.3701171875,13725.7197265625,13822.6640625,13822.6640625,571073000
2022-01-26 11:30:00-05:00,13824.8759765625,13878.4228515625,13811.6064453125,13875.05078125,13875.05078125,451228000
2022-01-26 12:30:00-05:00,13875.169921875,13921.5166015625,13854.19921875,13876.462890625,13876.462890625,433146000
2022-01-26 13:30:00-05:00,13874.421875,14002.650390625,13795.0224609375,13889.8955078125,13889.8955078125,552375000
2022-01-26 14:30:00-05:00,13889.30859375,13903.7998046875,13393.673828125,13552.2744140625,13552.2744140625,894285000
2022-01-26 15:30:00-05:00,13548.658203125,13572.3193359375,13462.939453125,13544.2587890625,13544.2587890625,616571000
2022-01-27 09:30:00-05:00,13705.87890625,13764.326171875,13628.1904296875,13632.1025390625,13632.1025390625,0
2022-01-27 10:30:00-05:00,13629.3310546875,13696.212890625,13559.2568359375,13610.484375,13610.484375,636098000
2022-01-27 11:30:00-05:00,13610.1259765625,13688.0810546875,13508.1435546875,13518.306640625,13518.306640625,460125000
2022-01-27 12:30:00-05:00,13518.0673828125,13525.9072265625,13359.078125,13360.9951171875,13360.9951171875,479398000
2022-01-27 13:30:00-05:00,13361.97265625,13501.0537109375,13359.9970703125,13379.515625,13379.515625,450033000
2022-01-27 14:30:00-05:00,13378.70703125,13434.390625,13322.6572265625,13363.6044921875,13363.6044921875,511892000
2022-01-27 15:30:00-05:00,13364.1015625,13449.59765625,13335.90625,13350.2763671875,13350.2763671875,549957000
2022-01-28 09:30:00-05:00,13440.44921875,13451.4541015625,13237.5966796875,13325.5146484375,13325.5146484375,0
2022-01-28 10:30:00-05:00,13330.0224609375,13585.791015625,13298.625,13555.3388671875,13555.3388671875,676787000
2022-01-28 11:30:00-05:00,13556.8916015625,13643.048828125,13530.14453125,13570.9921875,13570.9921875,493034000
2022-01-28 12:30:00-05:00,13569.138671875,13594.2919921875,13525.44140625,13549.0166015625,13549.0166015625,375082000
2022-01-28 13:30:00-05:00,13551.9814453125,13595.556640625,13420.3994140625,13431.4375,13431.4375,400189000
2022-01-28 14:30:00-05:00,13428.8359375,13612.82421875,13407.6044921875,13593.787109375,13593.787109375,442386000
2022-01-28 15:30:00-05:00,13592.990234375,13770.5224609375,13554.3466796875,13770.5224609375,13770.5224609375,535807000
2022-01-31 09:30:00-05:00,13813.5576171875,14049.9482421875,13767.7119140625,13994.1865234375,13994.1865234375,0
2022-01-31 10:30:00-05:00,13995.26953125,14066.70703125,13985.6328125,14012.0771484375,14012.0771484375,592158413
2022-01-31 11:30:00-05:00,14018.5556640625,14110.5234375,14009.708984375,14078.4013671875,14078.4013671875,489018000
2022-01-31 12:30:00-05:00,14079.3115234375,14123.26171875,14066.2001953125,14087.029296875,14087.029296875,404313000
2022-01-31 13:30:00-05:00,14088.2001953125,14150.62890625,14073.5703125,14150.24609375,14150.24609375,384353000
2022-01-31 14:30:00-05:00,14151.5615234375,14153.43359375,14053.2314453125,14104.4111328125,14104.4111328125,486242000
2022-01-31 15:30:00-05:00,14103.12109375,14242.8984375,14093.3896484375,14242.0390625,14242.0390625,578439000
2022-02-01 09:30:00-05:00,14269.431640625,14269.431640625,14071.55859375,14168.546875,14168.546875,0
