Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:30:00-05:00,4778.14013671875,4795.85986328125,4758.169921875,4785.14013671875,4785.14013671875,0
2022-01-03 10:30:00-05:00,4785.52001953125,4785.72021484375,4769.18017578125,4773.5,4773.5,299190310
2022-01-03 11:30:00-05:00,4773.6298828125,4779.0498046875,4763.240234375,4778.06982421875,4778.06982421875,205016844
2022-01-03 12:30:00-05:00,4778.0498046875,4780.2099609375,4772.490234375,4779.39013671875,4779.39013671875,169949000
2022-01-03 13:30:00-05:00,4779.419921875,4788.85986328125,4777.60986328125,4787.740234375,4787.740234375,170552000
2022-01-03 14:30:00-05:00,4787.72998046875,4795.2001953125,4786.31005859375,4792.419921875,4792.419921875,211184000
2022-01-03 15:30:00-05:00,4792.43994140625,4796.3798828125,4785.169921875,4795.93994140625,4795.93994140625,315001000
2022-01-04 09:30:00-05:00,4804.509765625,4818.6201171875,4804.509765625,4813.22998046875,4813.22998046875,0
2022-01-04 10:30:00-05:00,4813.25,4815.22021484375,4782.6201171875,4787.41015625,4787.41015625,429787793
2022-01-04 11:30:00-05:00,4787.60986328125,4797.6201171875,4786.83984375,4793.52978515625,4793.52978515625,297328000
2022-01-04 12:30:00-05:00,4793.5,4794.18994140625,4784.14013671875,4786.1298828125,4786.1298828125,248656000
2022-01-04 13:30:00-05:00,4786.08984375,4786.2900390625,4774.27001953125,4783.0,4783.0,232696000
2022-01-04 14:30:00-05:00,4783.0498046875,4800.83984375,4782.9599609375,4800.419921875,4800.419921875,279112000
2022-01-04 15:30:00-05:00,4800.41015625,4807.64013671875,4793.06005859375,4793.39013671875,4793.39013671875,379526000
2022-01-05 09:30:00-05:00,4787.990234375,4797.7001953125,4778.419921875,4795.22021484375,4795.22021484375,0
2022-01-05 10:30:00-05:00,4795.2001953125,4795.2001953125,4782.7001953125,4789.759765625,4789.759765625,338324024
2022-01-05 11:30:00-05:00,4789.919921875,4790.419921875,4780.68994140625,4789.0400390625,4789.0400390625,248831098
2022-01-05 12:30:00-05:00,4788.990234375,4789.009765625,4770.7900390625,4775.8798828125,4775.8798828125,253988000
2022-01-05 13:30:00-05:00,4775.8798828125,4786.08984375,4750.77978515625,4752.22021484375,4752.22021484375,270954000
2022-01-05 14:30:00-05:00,4752.18017578125,4755.72998046875,4717.14990234375,4720.9501953125,4720.9501953125,364814000
2022-01-05 15:30:00-05:00,4720.509765625,4728.8798828125,4699.43994140625,4700.490234375,4700.490234375,423253000
2022-01-06 09:30:00-05:00,4693.39013671875,4720.740234375,4671.259765625,4694.89990234375,4694.89990234375,0
